nr, time, date, gen-freq, row, column, size, lower, upper, runtime, log-freq, table, model, cache, cpu, gen, drop, proc, dup, thread0, thread1, thread2, thread3
000000, 000000, Wed Mar 30 12:59:37 2022, 1, 5, 6, 30, 1, 99, 1, 1, 16384,  AMD EPYC 7H12 64-Core Processor,  512 KB,  64, 00001027, 00000953, 00000042, 00000000, 007, 007, 007, 007
