runsec, runcounter, lognr, logsec, runtime, logfreq, genfreq, row, column, size, lower, upper, table, threads, model, cache, cpu, cpuquota, cpuperiod, cpuusage, memusage, memlimit, gen, drop, proc, dup, duphash, duptable, duprbtree, dupbstree, thread0, cpucore0, cpufreq0, thread1, cpucore1, cpufreq1, thread2, cpucore2, cpufreq2, thread3, cpucore3, cpufreq3, thread4, cpucore4, cpufreq4, thread5, cpucore5, cpufreq5, thread6, cpucore6, cpufreq6, thread7, cpucore7, cpufreq7, thread8, cpucore8, cpufreq8, thread9, cpucore9, cpufreq9, thread10, cpucore10, cpufreq10, thread11, cpucore11, cpufreq11, thread12, cpucore12, cpufreq12, thread13, cpucore13, cpufreq13, thread14, cpucore14, cpufreq14, thread15, cpucore15, cpufreq15, thread16, cpucore16, cpufreq16, thread17, cpucore17, cpufreq17, thread18, cpucore18, cpufreq18, thread19, cpucore19, cpufreq19
1, 0, 000021, 000021, 10, 1, 1, 3, 4, 12, 10, 99, 16384, 4,  Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz,  39424,  28, 7000000, 100000, 31745880756, 8091238, 10737418240, 00164777, 00159050, 00000048, 00005662, 00005630, 00000000, 00000000, 00000000, 007, 2, 2700.000, 007, 3, 2699.998, 006, 4, 2700.000, 007, 5, 2699.968, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0, 1, 000032, 000032, 10, 1, 1, 3, 4, 12, 10, 99, 16384, 4,  Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz,  39424,  28, 7000000, 100000, 51849977992, 8166195, 10737418240, 00162515, 00155979, 00000033, 00006487, 00006463, 00000000, 00000000, 00000000, 007, 2, 2700.000, 007, 3, 2699.999, 007, 4, 2700.000, 007, 5, 2699.971, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1, 2, 000090, 000090, 10, 1, 1, 3, 4, 12, 10, 99, 16384, 8,  Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz,  39424,  28, 7000000, 100000, 241512852816, 9733324, 10737418240, 00104055, 00095590, 00000041, 00008397, 00008368, 00000000, 00000000, 00000000, 007, 2, 2700.000, 007, 3, 2700.000, 000, 4, 2700.000, 005, 5, 2699.998, 007, 6, 2700.000, 007, 7, 2700.000, 000, 8, 2700.000, 007, 9, 2700.001, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0, 3, 000101, 000101, 10, 1, 1, 3, 4, 12, 10, 99, 16384, 8,  Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz,  39424,  28, 7000000, 100000, 262532923498, 9860710, 10737418240, 00108121, 00099167, 00000037, 00008881, 00008852, 00000000, 00000000, 00000000, 007, 2, 2699.999, 006, 3, 2700.000, 000, 4, 2699.999, 007, 5, 2699.969, 007, 6, 2699.999, 007, 7, 2699.999, 000, 8, 2699.999, 007, 9, 2700.024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1, 4, 000050, 000050, 10, 1, 1, 3, 4, 12, 10, 99, 16384, 12,  Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz,  39424,  28, 7000000, 100000, 403232700194, 10236313, 10737418240, 00089304, 00079514, 00000073, 00009667, 00009615, 00000000, 00000000, 00000000, 006, 2, 2700.000, 007, 3, 2700.000, 000, 4, 2700.000, 007, 5, 2699.975, 007, 6, 2699.999, 007, 7, 2699.999, 003, 8, 2700.000, 007, 9, 2700.021, 007, 10, 2699.999, 007, 11, 2700.000, 000, 12, 2699.999, 007, 13, 2699.980, , , , , , , , , , , , , , , , , , , , , , , , 
0, 5, 000061, 000061, 10, 1, 1, 3, 4, 12, 10, 99, 16384, 12,  Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz,  39424,  28, 7000000, 100000, 432518554576, 10258432, 10737418240, 00089042, 00078998, 00000067, 00009922, 00009881, 00000000, 00000000, 00000000, 007, 2, 2700.000, 007, 3, 2700.000, 000, 4, 2700.000, 007, 5, 2699.979, 007, 6, 2699.998, 007, 7, 2699.999, 000, 8, 2699.999, 007, 9, 2700.000, 007, 10, 2700.000, 007, 11, 2699.999, 000, 12, 2700.000, 006, 13, 2699.999, , , , , , , , , , , , , , , , , , , , , , , , 
1, 6, 000017, 000017, 10, 1, 1, 3, 4, 12, 10, 99, 16384, 16,  Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz,  39424,  28, 7000000, 100000, 496137106767, 10665984, 10737418240, 00081850, 00069348, 00000082, 00012279, 00012266, 00000000, 00000000, 00000000, 007, 2, 2699.999, 007, 3, 2700.000, 000, 4, 2700.000, 007, 5, 2699.970, 007, 6, 2699.999, 007, 7, 2700.000, 000, 8, 2700.000, 007, 9, 2700.036, 007, 10, 2699.999, 007, 11, 2700.000, 007, 12, 2700.000, 007, 13, 2699.999, 007, 14, 2700.000, 007, 15, 2699.999, 007, 16, 2699.999, 007, 17, 2699.965, , , , , , , , , , , , 
0, 7, 000028, 000028, 10, 1, 1, 3, 4, 12, 10, 99, 16384, 16,  Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz,  39424,  28, 7000000, 100000, 538442073026, 11020697, 10737418240, 00084707, 00071373, 00000096, 00013155, 00013098, 00000000, 00000000, 00000000, 007, 2, 2700.000, 007, 3, 2699.999, 006, 4, 2700.000, 007, 5, 2699.998, 007, 6, 2699.998, 007, 7, 2699.999, 000, 8, 2700.000, 007, 9, 2700.026, 007, 10, 2700.000, 007, 11, 2700.000, 000, 12, 2699.999, 007, 13, 2700.000, 006, 14, 2700.000, 007, 15, 2700.000, 000, 16, 2699.999, 007, 17, 2699.954, , , , , , , , , , , , 
1, 8, 000032, 000032, 10, 1, 1, 3, 4, 12, 10, 99, 16384, 20,  Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz,  39424,  28, 7000000, 100000, 703273686941, 11903795, 10737418240, 00084313, 00068047, 00000108, 00015969, 00015930, 00000000, 00000000, 00000000, 007, 2, 2699.999, 006, 3, 2699.999, 000, 4, 2700.000, 007, 5, 2699.994, 007, 6, 2700.000, 006, 7, 2700.000, 000, 8, 2700.000, 007, 9, 2700.006, 007, 10, 2699.999, 007, 11, 2699.999, 000, 12, 2699.999, 007, 13, 2699.995, 007, 14, 2700.000, 007, 15, 2699.999, 000, 16, 2700.000, 007, 17, 2699.975, 007, 18, 2699.999, 007, 19, 2699.999, 000, 20, 2700.000, 007, 21, 2699.945
0, 9, 000043, 000043, 10, 1, 1, 3, 4, 12, 10, 99, 16384, 20,  Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz,  39424,  28, 7000000, 100000, 765546726663, 11943526, 10737418240, 00091867, 00075587, 00000133, 00016014, 00015929, 00000000, 00000000, 00000000, 007, 2, 2699.999, 006, 3, 2700.000, 005, 4, 2699.999, 007, 5, 2699.999, 007, 6, 2699.999, 007, 7, 2700.000, 007, 8, 2700.000, 007, 9, 2699.999, 007, 10, 2700.000, 005, 11, 2700.000, 003, 12, 2699.999, 007, 13, 2700.000, 007, 14, 2700.000, 007, 15, 2700.000, 006, 16, 2699.999, 007, 17, 2700.000, 007, 18, 2700.000, 007, 19, 2699.999, 000, 20, 2699.998, 007, 21, 2699.952
